source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
,,Active Cases,30,Network Density,0.4,15day,MSVSymptoms-0.5,83.45318156891086
MSV,,Active Cases,50,Clustering Coefficient,0.5,15,,83.47273920279585
RSV,headache,Confirmed Cases,50,,,,,83.48737080197849
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,83.53407627427768
,,Active Cases,7,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,83.67656733202135
MSV,,Active Cases,20,Clustering Coefficient,0.5,30,,83.71940687998556
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,83.76249648580263
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,83.80181801143277
,,Active Cases,7,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,83.90559108859279
MSV,,Active Cases,15,Clustering Coefficient,0.5,30,,83.95796780899592
,,Confirmed Cases,7,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,84.05230769230764
RSV,Frontliners,Active Cases,7,,,,,84.12960765849199
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,84.24608284134565
,,Confirmed Cases,15,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,84.25824175824171
,,Active Cases,15,Network Density,0.6,30day,MSVSymptoms-0.5,84.26999968762699
RSV,,Active Cases,15,Network Density,0.8,30,,84.31510636303992
RSV,social distancing,Active Cases,15,,,,,84.350594851773
MSV,,Active Cases,7,Clustering Coefficient,0.5,30,,84.50836187722206
MSV,,Active Cases,30,Network Density,0.8,15,,84.61147979474372
,,Active Cases,15,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,84.6269640982774
RSV,,Active Cases,7,Clustering Coefficient,0.6,30,,84.70596476431447
,,Active Cases,7,Network Density,0.8,30day,MSVSymptoms-0.5,84.80765626464242
MSV,ecq,Active Cases,50,,,,,84.91767165451552
MSV,,Active Cases,30,Clustering Coefficient,0.6,30,,85.0195375029404
RSV,,Active Cases,20,Clustering Coefficient,0.6,15,,85.03202500405486
,,Active Cases,50,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.04413831880791
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,30,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,20,Clustering Coefficient,0.5,30day,MSVFaceWearing&Others-0.5,85.08017055571167
,,Active Cases,50,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,85.13368006747245
RSV,headache,Active Cases,15,,,,,85.22525777675976
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,85.36645581482517
MSV,,Active Cases,20,Clustering Coefficient,0.6,30,,85.48936991158561
RSV,ecq,Active Cases,20,,,,,85.53352628070951
RSV,,Active Cases,7,Clustering Coefficient,0.5,15,,85.54106548692809
MSV,lagnat,Confirmed Cases,50,,,,,85.6233014319143
MSV,,Active Cases,15,Clustering Coefficient,0.6,30,,85.71166608335768
,,Active Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,85.7328134421689
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,85.8185737044325
RSV,,Active Cases,7,Network Density,0.8,30,,85.83949489269975
,,Active Cases,20,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,85.97426133952719
MSV,,Active Cases,7,Clustering Coefficient,0.6,30,,86.00615104068049
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,86.02957079936266
,,Active Cases,20,Network Density,0.6,15day,MSVSymptoms-0.5,86.1857851128926
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,86.20750161913493
,,Active Cases,20,Network Density,0.4,15day,MSVSymptoms-0.5,86.24161710004901
RSV,rashes,Confirmed Cases,50,,,,,86.30941286461066
MSV,Quarantine,Active Cases,20,,,,,86.33776448613105
MSV,lagnat,Confirmed Cases,30,,,,,86.34172395283748
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,86.41038128631094
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,86.43233133081706
MSV,ecq,Confirmed Cases,20,,,,,86.60391628782367
,,Confirmed Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,86.64512820512807
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,86.91377269580367
,,Active Cases,7,Network Density,0.6,30day,MSVSymptoms-0.5,86.94036016618253
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,87.10008486499767
,,Confirmed Cases,30,Network Density,0.4,15day,MSVSymptoms-0.5,87.142905982906
,,Active Cases,30,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.14333239621395
,,Active Cases,50,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.22369037578468
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,87.25414833508286
MSV,lagnat,Confirmed Cases,20,,,,,87.25728317170643
MSV,,Active Cases,30,Clustering Coefficient,0.5,15,,87.26760223715611
,,Confirmed Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,87.34275641025638
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,87.36007403242414
,,Active Cases,15,Network Density,0.6,15day,MSVSymptoms-0.5,87.36684458538967
RSV,lagnat,Active Cases,7,,,,,87.38547410016271
,,Active Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,87.41985096515329
,,Confirmed Cases,20,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,87.43557413600891
RSV,ecq,Active Cases,15,,,,,87.48719450477876
RSV,rashes,Active Cases,7,,,,,87.53133949318388
MSV,face shield,Confirmed Cases,50,,,,,87.65425556321998
MSV,lagnat,Confirmed Cases,15,,,,,87.67762047832574
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,87.84944709961574
MSV,,Active Cases,15,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,30,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,20,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,50,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,,Active Cases,7,Clustering Coefficient,0.8,30,,87.90015931028013
MSV,cough,Active Cases,50,,,,,87.90043076306634
,,Confirmed Cases,7,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,87.93326007325997
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,87.93411582794484
,,Active Cases,7,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,87.95605843561252
,,Active Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,88.0490113391434
RSV,,Active Cases,7,Network Density,0.8,15,,88.08550786596442
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,88.18931817674259
RSV,masks,Confirmed Cases,30,,,,,88.19132954385543
,,Active Cases,50,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.19351513447656
,,Active Cases,30,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,7,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,15,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,20,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
,,Active Cases,50,Clustering Coefficient,0.8,30day,MSVSymptoms-0.5,88.35273170274573
RSV,,Active Cases,15,Clustering Coefficient,0.6,15,,88.3869993999409
RSV,,Active Cases,50,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,30,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,20,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,15,Clustering Coefficient,0.8,30,,88.44283572298738
RSV,,Active Cases,7,Clustering Coefficient,0.8,30,,88.44283572298738
,,Active Cases,30,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,50,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms-0.5,88.4439937346881
,,Active Cases,15,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,88.45128079147774
,,Active Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,88.50185081060812
,,Active Cases,50,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,88.51705116466034
,,Active Cases,50,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,88.6189338276347
,,Active Cases,15,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,88.63389500562062
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,88.67067579337605
RSV,social distancing,Active Cases,7,,,,,88.67470730223955
,,Active Cases,30,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.71412238777991
RSV,masks,Active Cases,30,,,,,88.71968467038573
,,Active Cases,50,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,88.7314840845905
MSV,,Active Cases,20,Network Density,0.8,15,,88.74954346410688
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,88.8226943679631
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,88.88695529940955
,,Active Cases,20,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.89620466685405
,,Active Cases,15,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,88.98724580639112
,,Active Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,89.08569286584463
,,Active Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,89.11248242901317
MSV,lagnat,Confirmed Cases,7,,,,,89.11803640528488
MSV,,Active Cases,20,Clustering Coefficient,0.5,15,,89.13010910785435
MSV,headache,Confirmed Cases,50,,,,,89.13587549522764
,,Active Cases,15,Network Density,0.4,15day,MSVSymptoms-0.5,89.14908943827825
,,Active Cases,7,Clustering Coefficient,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,89.20596476431443
MSV,ecq,Confirmed Cases,15,,,,,89.44843880446308
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,89.45009714808937
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,89.4750362909532
,,Active Cases,20,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,89.55268329722851
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,89.6149968574427
,,Active Cases,7,Network Density,0.6,15day,MSVSymptoms-0.5,89.84755566473845
MSV,,Active Cases,15,Clustering Coefficient,0.5,15,,90.00412325224276
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,90.08104383947116
,,Confirmed Cases,15,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,90.20714604236343
MSV,headache,Active Cases,30,,,,,90.3042295244282
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,90.3145077670609
RSV,headache,Confirmed Cases,30,,,,,90.3389326799584
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,90.37635648017988
MSV,,Active Cases,15,Network Density,0.8,15,,90.61283179379528
,,Active Cases,50,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,91.04015454362724
,,Active Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,91.0417174272951
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,91.1642233417028
MSV,Quarantine,Active Cases,15,,,,,91.20333481785418
RSV,headache,Active Cases,7,,,,,91.3446678395282
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,91.3702235522701
MSV,,Active Cases,7,Clustering Coefficient,0.5,15,,91.42983821318188
,,Active Cases,15,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,91.94794900283624
RSV,masks,Active Cases,20,,,,,92.03551051577044
MSV,Quarantine,Confirmed Cases,20,,,,,92.06493670341962
RSV,Quarantine,Active Cases,50,,,,,92.12147594633988
MSV,fever,Active Cases,30,,,,,92.14687451183109
,,Active Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,92.17880236154056
,,Confirmed Cases,30,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,92.54358974358972
,,Active Cases,30,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,92.71045402773738
,,Active Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,92.7427529441164
,,Active Cases,30,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,92.80039359010394
RSV,ecq,Active Cases,7,,,,,92.8134576143147
MSV,,Active Cases,50,Clustering Coefficient,0.6,15,,92.84183375669356
RSV,rashes,Confirmed Cases,30,,,,,92.9395286696458
,,Confirmed Cases,20,Network Density,0.4,15day,MSVSymptoms-0.5,93.14572649572644
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,93.39603559225188
,,Active Cases,50,Network Density,0.8,15day,MSVSymptoms-0.5,93.4583986038753
,,Active Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols-0.5,93.64505044825536
MSV,,Active Cases,7,Network Density,0.8,15,,93.79755746854931
RSV,masks,Confirmed Cases,20,,,,,93.83660147300932
,,Active Cases,30,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,93.84940929495056
RSV,,Active Cases,7,Clustering Coefficient,0.6,15,,93.89423910182232
,,Active Cases,7,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,93.94479308573597
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,94.21527793286732
RSV,masks,Active Cases,15,,,,,94.4340589470896
,,Active Cases,7,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,94.5445839009612
RSV,Quarantine,Active Cases,30,,,,,94.75597481413172
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,94.91859660093344
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,94.92264523559564
,,Active Cases,7,Network Density,0.4,15day,MSVSymptoms-0.5,94.94163918479984
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,95.09073408223
MSV,fever,Confirmed Cases,50,,,,,95.13945821861796
,,Confirmed Cases,7,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,95.15004459308808
,,Active Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,95.60917439790082
MSV,,Active Cases,30,Clustering Coefficient,0.6,15,,95.68687131869144
MSV,masks,Confirmed Cases,50,,,,,95.70804881531237
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,95.73751511458369
,,Active Cases,30,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,95.74571766755253
MSV,ecq,Active Cases,30,,,,,95.82234274669348
RSV,headache,Confirmed Cases,20,,,,,95.8729295914829
,,Active Cases,20,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,95.9177926167452
,,Confirmed Cases,20,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,96.01051282051282
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,96.11221162650472
RSV,Quarantine,Active Cases,20,,,,,96.20692583278598
RSV,masks,Confirmed Cases,15,,,,,96.35405944752732
,,Active Cases,20,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,96.39786050874334
MSV,ecq,Confirmed Cases,7,,,,,96.48658256148252
MSV,headache,Active Cases,20,,,,,96.6614401584028
,,Active Cases,30,Network Density,0.8,15day,MSVSymptoms-0.5,96.7911012988174
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,96.87688832595812
RSV,Quarantine,Active Cases,15,,,,,96.90067850665592
,,Active Cases,15,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,96.92943252116032
MSV,,Active Cases,20,Clustering Coefficient,0.6,15,,96.94633047113872
,,Active Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,96.962913503889
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,97.14994305111958
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,97.2322375326618
RSV,rashes,Confirmed Cases,20,,,,,97.31304142722703
MSV,social distancing,Confirmed Cases,50,,,,,97.34034487119398
MSV,,Active Cases,15,Clustering Coefficient,0.6,15,,97.6103122276456
,,Active Cases,20,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,97.81211336177051
,,Active Cases,15,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,97.81861223395934
RSV,Quarantine,Active Cases,7,,,,,97.97531256767115
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,98.01777698371926
RSV,masks,Active Cases,7,,,,,98.02764515436884
,,Active Cases,7,Network Density,0.8,15day,MSVFaceWearing&Others-0.5,98.12705183464722
,,Active Cases,7,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,98.2256376041271
,,Active Cases,20,Network Density,0.8,15day,MSVSymptoms-0.5,98.2773873066211
,,Active Cases,30,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,98.29110927485092
,,Active Cases,15,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,98.39774139997466
,,Confirmed Cases,15,Network Density,0.4,15day,MSVSymptoms-0.5,98.45222222222216
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,50,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVFaceWearing&Others-0.5,98.51687250150742
MSV,masks,Active Cases,50,,,,,98.56202306013093
MSV,,Active Cases,7,Clustering Coefficient,0.6,15,,98.58980649512247
RSV,headache,Confirmed Cases,15,,,,,98.6401607589877
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVSymptoms-0.5,98.67244344194556
,,Active Cases,50,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,98.77153449315456
,,Confirmed Cases,15,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,98.78307692307698
MSV,,Active Cases,50,Clustering Coefficient,0.8,15,,98.80217865971724
,,Active Cases,30,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,98.8436675078723
RSV,,Active Cases,50,Clustering Coefficient,0.8,15,,98.89483300578424
,,Active Cases,15,Network Density,0.8,15day,MSVSymptoms-0.5,98.95823110716915
,,Active Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.15616155936648
MSV,flu,Active Cases,30,,,,,99.16287661912295
,,Active Cases,20,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,15,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,50,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,7,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Active Cases,30,Clustering Coefficient,0.8,15day,MSVSymptoms-0.5,99.2223909596444
,,Confirmed Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,99.26752136752152
RSV,,Active Cases,30,Clustering Coefficient,0.8,15,,99.43187769390532
,,Active Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,99.44283572298752
,,Active Cases,20,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,99.47023918529597
RSV,,Active Cases,7,Clustering Coefficient,0.8,15,,99.4759293275565
RSV,,Active Cases,20,Clustering Coefficient,0.8,15,,99.4759293275565
RSV,,Active Cases,15,Clustering Coefficient,0.8,15,,99.4759293275565
MSV,Quarantine,Confirmed Cases,15,,,,,99.50484931628196
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,99.7137726958038
,,Active Cases,15,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,99.73884806932126
,,Active Cases,7,Network Density,0.8,15day,MSVSymptoms-0.5,99.96391323351592
MSV,ecq,Active Cases,20,,,,,99.97804973047364
,,Active Cases,7,Clustering Coefficient,0.6,15day,MSVSymptoms-0.5,100.13352837394191
MSV,Quarantine,Active Cases,7,,,,,100.17649952662369
MSV,Frontliners,Active Cases,50,,,,,100.183876830674
MSV,,Active Cases,30,Clustering Coefficient,0.8,15,,100.34064019817868
,,Active Cases,20,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,100.50186479665896
,,Active Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,100.65278553225484
RSV,rashes,Confirmed Cases,15,,,,,100.65832651591111
,,Confirmed Cases,30,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,100.70461538461522
MSV,Frontliners,Confirmed Cases,50,,,,,100.78323268667256
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,100.85976832199243
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,100.907493430407
,,Active Cases,15,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,101.01060812470683
MSV,,Active Cases,20,Clustering Coefficient,0.8,15,,101.0221920250953
MSV,headache,Active Cases,15,,,,,101.0930141268546
MSV,,Active Cases,15,Clustering Coefficient,0.8,15,,101.3055277348776
,,Active Cases,7,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,101.51987999791558
RSV,masks,Confirmed Cases,7,,,,,101.61823481024574
MSV,face shield,Active Cases,30,,,,,101.64587928219072
MSV,,Active Cases,7,Clustering Coefficient,0.8,15,,101.6708732676975
,,Active Cases,7,Network Density,0.8,15day,RSVFaceWearing&Others-0.5,101.8689952430935
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,101.92437188735296
,,Active Cases,7,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,101.93749022935884
MSV,social distancing,Active Cases,50,,,,,102.24196557895836
,,Active Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,102.39776745501784
MSV,ecq,Active Cases,15,,,,,102.44070001802996
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.49708555731736
MSV,lagnat,Active Cases,50,,,,,102.51814932515768
,,Active Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
,,Active Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.58250329410184
MSV,masks,Active Cases,30,,,,,102.74748503644506
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,102.98756057797524
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,102.99454184067714
,,Active Cases,50,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,30,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,20,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,15,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
,,Active Cases,7,Clustering Coefficient,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.08250329410184
MSV,fever,Active Cases,20,,,,,103.15062935416655
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols1-0.6,103.43792572079408
MSV,social distancing,Confirmed Cases,30,,,,,103.65090190703351
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,103.68300346503456
,,Active Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,103.917948947004
MSV,headache,Confirmed Cases,30,,,,,104.52570639354497
,,Active Cases,7,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,104.69080108091208
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,104.69770194519502
,,Active Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,104.70563012260752
,,Confirmed Cases,7,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,104.7838461538462
MSV,masks,Active Cases,20,,,,,104.79251242913264
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,104.97052573350685
RSV,rashes,Confirmed Cases,7,,,,,105.06618743544958
